Genus_and_species,superkingdom,phylum,class,order,family,genus,GC_genome,genome_size,GC_16SrRMA,Tmin,Topt_ave,Topt_low,Topt_high,Tmax,Trange
Saccharopolyspora dendranthemae,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora,68.7,,58.5,15,28,,,37,22
Saccharopolyspora gloriosae,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora,71.6,,59.5,10,28,,,32,22
Saccharopolyspora cavernae,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora,69.1,,59.3,10,28,,,30,20
Saccharopolyspora spongiae,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora,64.8,,58.6,15,25,,,30,15
Saccharospirillum salsuginis,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Saccharospirillum,58.5,,54.5,15,35,30,40,50,35
Saccharospirillum mangrovi,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Saccharospirillum,57.4,3.7,54.6,10,37,,,45,35
Saccharospirillum correiae,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Saccharospirillum,55.2,,54.5,18,30,,,42.5,24.5
Saccharospirillum aestuarii,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Saccharospirillum,56.5,,55.3,10,25,,,42,32
Saccharospirillum impatiens,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Saccharospirillum,54.5,,54.3,16,31,30,32,33,17
Saccharothrix hoggarensis,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharothrix,,,59.3,20,30,,,45,25
Saccharothrix saharensis,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharothrix,,,59.2,15,30,,,45,30
Saccharothrix stipae,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharothrix,74.1,,59.2,28,28,,,45,17
Saccharothrix ghardaiensis,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharothrix,,,59.6,20,30,,,40,20
Saccharothrix isguenensis,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharothrix,,,59.5,20,30,,,40,20
Saccharothrix lopnurensis,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharothrix,75,,59.3,15,27.5,25,30,40,25
Saccharothrix tamanrassetensis,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharothrix,,,59.6,20,30,,,37,17
Saccharothrix deserti,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharothrix,70.4,,59.5,20,28,,,37,17
Saccharothrix carnea,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharothrix,74.5,,59.2,4,28,,,37,33
Saccharothrix yanglingensis,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharothrix,70.9,,59.3,15,26.5,25,28,35,20
Saccharothrix violaceirubra,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharothrix,70.8,,60.1,15,28,,,30,15
Sagittula stellata,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sagittula,65,,55.2,10,30,,,41,31
Sagittula marina,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sagittula,61.6,,55.2,4,25,,,30,26
Salaquimonas pukyongi,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Salaquimonas,58.6,3.4,55.1,20,27.5,25,30,35,15
Salarchaeum japonicum,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Salarchaeum,64,,57.9,20,40,,,55,35
Salegentibacter salinarum,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Salegentibacter,37.9,,51.6,4,30,,,41,37
Salegentibacter salarius,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Salegentibacter,37.5,,51.3,4,30,,,41,37
Salegentibacter agarivorans,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Salegentibacter,39.2,,51.4,4,30,28,32,41,37
Salegentibacter sediminis,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Salegentibacter,40.1,,51,16,33,,,37,21
Salegentibacter chungangensis,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Salegentibacter,38.7,,51.2,20,30,,,37,17
Salegentibacter flavus,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Salegentibacter,40.4,,50.9,9,23.5,22,25,35,26
Salegentibacter echinorum,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Salegentibacter,37,,50.9,4,29,28,30,33,29
Salibacter halophilus,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Salibacter,39.6,,51,20,33,,,50,30
Salibacterium halotolerans,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Salibacterium,,,57.1,25,37,,,45,20
Salibacterium halochares,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Salibacterium,47.2,,57.6,26,37,,,45,19
Salibacterium qingdaonense,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Salibacterium,48,,57.5,25,37,,,45,20
Salibacterium lacus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Salibacterium,52.1,,57.5,10,30,,,45,35
Salicola salis,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Salicola,56,,57.3,30,37,,,45,15
Salilacibacter albus,Bacteria,Actinobacteria,Actinobacteria,Glycomycetales,Glycomycetaceae,Salilacibacter,63,,56.6,15,32.5,28,37,42,27
Salicibibacter halophilus,Bacteria,Actinobacteria,Actinobacteria,Glycomycetales,Glycomycetaceae,Salilacibacter,45.9,3.8,58.3,25,35,,,40,15
Salimesophilobacter vulgaris,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Salimesophilobacter,37,,53.4,10,35,,,50,40
Salimicrobium jeotgali,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Salimicrobium,46.3,2.8,56.6,15,30,,,45,30
Salimicrobium luteum,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Salimicrobium,47.9,,56.1,10,37,,,44,34
Salimicrobium salexigens,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Salimicrobium,50.7,,56,15,37,,,40,25
Salimicrobium flavidum,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Salimicrobium,49.3,,56.4,4,37,,,40,36
Salinactinospora qingdaonensis,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Salinactinospora,60.1,,59,16,37,,,50,34
Salinarchaeum chitinilyticum,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Salinarchaeum,68.1,,59.8,20,40,,,50,30
Salinarchaeum laminariae,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Salinarchaeum,66.4,,59.8,20,37,,,50,30
Salinarimonas rosea,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Salinarimonadaceae,Salinarimonas,71.8,,57.6,15,29,28,30,37,22
Salinibacillus xinjiangensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Salinibacillus,36.2,,55.3,25,38.5,35,42,50,25
Salinibacillus aidingensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Salinibacillus,39.9,,55.8,28,43.5,40,47,49,21
Salinibacterium amurskyense,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Salinibacterium,61,,55.4,4,26.5,25,28,37,33
Salinibacterium xinjiangense,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Salinibacterium,63.5,,55.4,4,18.5,18,19,23,19
Salinicoccus kekensis,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Salinicoccus,50.2,,55.5,4,37,,,50,46
Salinicoccus alkaliphilus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Salinicoccus,49.6,,56.1,10,32,,,46,36
Salinicoccus kunmingensis,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Salinicoccus,46.2,,54.9,4,37,,,45,41
Salinicoccus siamensis,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Salinicoccus,46,,56.1,15,37,,,45,30
Salinicoccus salsiraiae,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Salinicoccus,46.2,,56.1,20,37,,,45,25
Salinicoccus iranensis,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Salinicoccus,54.4,,56.1,5,35,,,45,40
Salinicoccus carnicancri,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Salinicoccus,47.8,,56,4,30,,,45,41
Salinicoccus luteus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Salinicoccus,49.7,,55.5,4,30,,,45,41
Salinicoccus halodurans,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Salinicoccus,44.5,2.8,55.4,8,28,,,43,35
Salinicoccus qingdaonensis,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Salinicoccus,43.5,,54.8,16,28,,,42,26
Salinicoccus amylolyticus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Salinicoccus,48,,56,15,37,,,40,25
Salinicoccus halitifaciens,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Salinicoccus,46,,55.8,20,35,,,40,20
Salinicoccus albus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Salinicoccus,46.1,,56.2,5,25,,,40,35
Salinicoccus hispanicus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Salinicoccus,45.7,,55.9,15,37,,,37,22
Salinicoccus sediminis,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Salinicoccus,48.7,,56,25,30,,,37,12
Salinicoccus salitudinis,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Salinicoccus,46.5,,54.3,4,25,,,37,33
Salinicoccus jeotgali,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Salinicoccus,47,,56.1,20,30,,,30,10
Salinicola halophilus,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Salinicola,63.6,,56.6,15,35,,,45,30
Salinicola tamaricis,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Salinicola,65.7,4.3,56.8,15,30,,,45,30
Salinicola acroporae,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Salinicola,63.6,,56.2,15,30,,,45,30
Salinicola zeshunii,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Salinicola,69.1,,56.1,10,32.5,30,35,45,35
Salinicola salarius,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Salinicola,59.5,,56.3,10,27.5,25,30,45,35
Salinicola peritrichatus,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Salinicola,59.6,,57.8,4,36,35,37,42,38
Salinicola socius,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Salinicola,63,,55.8,15,33.5,30,37,40,25
Salinicola rhizosphaerae,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Salinicola,64,,57.2,25,28,,,37,12
Salinifilum proteinilyticum,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Salinifilum,72.1,,59.3,30,40,,,50,20
Salinifilum aidingensis,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Salinifilum,70.9,,60.3,25,37,,,45,20
Salinifilum ghardaiensis,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Salinifilum,72.6,,60.2,25,32.5,30,35,45,20
Salinigranum halophilum,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Salinigranum,66.1,,58.3,20,41,40,42,60,40
Salinigranum salinum,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Salinigranum,65.2,,59,25,37,,,50,25
Salinigranum rubrum,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Salinigranum,65.7,5,58.8,20,37,,,50,30
Salinimicrobium xinjiangense,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Salinimicrobium,42.1,,51.7,10,33.5,32,35,48,38
Salinimicrobium flavum,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Salinimicrobium,46.7,,51,4,29,28,30,45,41
Salinimicrobium catena,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Salinimicrobium,44.4,,50.6,15,33,,,42,27
Salinimicrobium marinum,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Salinimicrobium,40.9,,52.2,4,30,28,32,41,37
Salinimicrobium gaetbulicola,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Salinimicrobium,45.1,,51.2,10,36,35,37,40,30
Salinimicrobium soli,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Salinimicrobium,43.4,,51.5,20,30,,,37,17
Salinimicrobium terrae,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Salinimicrobium,42.8,,51.8,4,28,,,37,33
Salinimonas chungwhensis,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Salinimonas,48,,54.5,10,32.5,30,35,45,35
Salinimonas lutimaris,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Salinimonas,49.8,4.1,53.3,10,27.5,25,30,37,27
Salininema proteolyticum,Bacteria,Actinobacteria,Actinobacteria,Glycomycetales,Glycomycetaceae,Salininema,68.2,,57.1,20,30,,,40,20
Salinirepens amamiensis,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Crocinitomicaceae,Salinirepens,36.4,,51.4,10,35,,,40,30
Salinirubellus salinus,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,,Salinirubellus,67,,59.8,25,37,,,50,25
Salinirubrum litoreum,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Salinirubrum,65.3,,59.1,20,37,,,50,30
Salinirussus salinus,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Salinirussus,69,,59.5,25,37,,,55,30
Salinisphaera shabanensis,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,61.8,,54.4,5,33.5,30,37,42,37
Salinisphaera dokdonensis,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,64.9,,53.7,5,25,,,40,35
Salinisphaera orenii,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,63.4,,54.9,10,36,35,37,40,30
Salinisphaera hydrothermalis,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,64,,54.9,20,32.5,30,35,40,20
Salinisphaera halophila,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,69.5,,55,15,27.5,25,30,40,25
Salinisphaera aquimarina,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,65.3,,54.3,0,30,,,37,37
Salinisphaera japonica,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,67.3,,54.9,4,22.5,20,25,30,26
Salinispira pacifica,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Salinispira,51.9,3.8,53.8,20,35,,,45,25
Salinispirillum marinum,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Salinispirillum,52.3,,53.6,4,30,,,40,36
Salinispora pacifica,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Salinispora,68.9,,59.9,20,28,,,30,10
Salinispora arenicola,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Salinispora,69.5,5.8,60,10,24,20,28,30,20
Salinispora tropica,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Salinispora,69.5,5.2,59.9,10,21.5,15,28,30,20
Salinithrix halophila,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Salinithrix,52.6,,58.6,30,40,,,50,20
Salinivenus lutea,Bacteria,Rhodothermaeota,Rhodothermia,Rhodothermales,Salinibacteraceae,Salinivenus,65.6,,57.1,25,37,,,50,25
Salinivenus iranica,Bacteria,Rhodothermaeota,Rhodothermia,Rhodothermales,Salinibacteraceae,Salinivenus,64.8,,57.2,25,37,,,50,25
Salinivibrio kushneri,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Salinivibrio,50.7,3.4,54.2,17,37,,,49,32
Salinivibrio siamensis,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Salinivibrio,49,,53.9,10,37,,,47,37
Salinivibrio proteolyticus,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Salinivibrio,49.5,,53.9,10,33.5,32,35,45,35
Salinivibrio sharmensis,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Salinivibrio,51,,54,25,35,,,40,15
Salinivirga cyanobacteriivorans,Bacteria,Bacteroidetes,Bacteroidia,Marinilabiliales,Salinivirgaceae,Salinivirga,39,4.8,51,20,35,,,45,25
Salinovum rubellum,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Salinovum,65.6,,55,4,30,,,42,38
Salipaludibacillus aurantiacus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Salipaludibacillus,42.5,,56,20,37,,,45,25
Salipaludibacillus halalkaliphilus ,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Salipaludibacillus,38.8,,54.4,4,30,,,40,36
Salipaludibacillus neizhouensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Salipaludibacillus,39.8,,54.4,4,25,,,30,26
Saliphagus infecundisoli,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Saliphagus,64.6,,58.7,25,37,,,50,25
Salipiger manganoxidans,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Salipiger,67.4,,55.9,4,30,,,40,36
Salipiger bermudensis,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Salipiger,65.4,,55.3,10,31.5,30,33,40,30
Salipiger aestuarii,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Salipiger,67.5,,55.8,15,27.5,25,30,40,25
Salipiger marinus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Salipiger,67.5,,56.1,4,26.5,25,28,38,34
Salipiger thiooxidans,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Salipiger,68.4,,56,8,25,,,35,27
Salipiger profundus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Salipiger,66.6,5.4,55.4,10,25,,,30,20
Salirhabdus salicampi,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Salirhabdus,36.5,,54.8,15,35,,,53,38
Salisaeta longa,Bacteria,Bacteroidetes,,Bacteroidetes Order II. Incertae sedis,Rhodothermaceae,Salisaeta,62.9,,55.4,25,41.5,37,46,50,25
Salisediminibacterium haloalkalitolerans,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Salisediminibacterium,45.6,,56.2,20,37,,,50,30
Salisediminibacterium halotolerans,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Salisediminibacterium,48.2,,56.1,18,37,,,50,32
Salisediminibacterium locisalis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Salisediminibacterium,42.8,,56.5,10,37,,,45,35
Saliterribacillus persicus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Saliterribacillus,35.2,,55.4,20,35,,,45,25
Salsuginibacillus halophilus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Salsuginibacillus,46.4,,55.2,18,37,,,50,32
Salsuginibacillus kocurii,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Salsuginibacillus,44.7,,55.8,20,37,,,50,30
Salsuginimonas clara,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Salsuginimonas,51,,53.4,20,27.5,25,30,40,20
Sandaracinus amylolyticus,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,Sandaracinus,72,10.3,57.7,20,30,,,44,24
Sandarakinorhabdus cyanobacteriorum,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sandarakinorhabdus,66.1,,55.2,20,30,,,37,17
Sanguibacter marinus,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Sanguibacteraceae,Sanguibacter,73.4,,57.7,15,27.5,25,30,37,22
Sanguibacter gelidistatuariae,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Sanguibacteraceae,Sanguibacter,69.5,,56.4,3,23,22,24,35,32
Sanguibacter antarcticus,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Sanguibacteraceae,Sanguibacter,69.5,,57.6,4,24.5,23,26,30,26
Sansalvadorimonas verongulae,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Hahellaceae,Sansalvadorimonas,42.3,,54.9,15,30,,,42,27
Actinomyces naturae,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Schaalia,69.8,,58.8,20,33.5,30,37,43,23
Schlegelella aquatica,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Schlegelella,69.2,,57.9,30,50,,,60,30
Schleiferia thermophila,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Schleiferiaceae,Schleiferia,42.8,,54.6,30,50,,,60,30
Schlesneria paludicola,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Schlesneria,55.5,,55.6,4,20.5,15,26,32,28
Sciscionella marina,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Sciscionella,69,,56.7,10,28,,,37,27
Scopulibacillus daqui,Bacteria,Firmicutes,Bacilli,Bacillales,Sporolactobacillaceae,Scopulibacillus,40.5,,55.1,20,50,,,60,40
Scopulibacillus cellulosilyticus,Bacteria,Firmicutes,Bacilli,Bacillales,Sporolactobacillaceae,Scopulibacillus,47.5,,55.5,20,31.5,28,35,45,25
Sedimentibacter saalensis,Bacteria,Firmicutes,Tissierellia,,,Sedimentibacter,34,,52.2,14,37,,,40,26
Sedimentibacter acidaminivorans,Bacteria,Firmicutes,Tissierellia,,,Sedimentibacter,32,,51.6,4,30,,,37,33
Sedimentitalea nanhaiensis,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sedimentitalea,60.5,,54.2,4,25,,,37,33
Sedimentitalea todarodis,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sedimentitalea,59.9,,54.3,4,25,,,30,26
Sediminibacillus halophilus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Sediminibacillus,47.5,,56,15,37,,,55,40
Sediminibacillus albus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Sediminibacillus,44.9,,55.5,10,37,,,45,35
Sediminibacter furfurosus,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Sediminibacter,39,,54.3,10,27.5,25,30,37,22
Sediminibacterium goheungense,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Sediminibacterium,40.5,,50,20,37,,,42,22
Sediminibacterium ginsengisoli,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Sediminibacterium,47.5,,50.4,15,30,,,40,25
Sediminibacterium aquarii,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Sediminibacterium,44.7,,51,15,30,,,37,22
Sediminibacterium roseum,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Sediminibacterium,47.8,,49.7,4,28,,,37,33
Sediminibacterium salmoneum,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Sediminibacterium,40.6,,49.7,18,25,22,28,37,19
Sediminicoccus rosea,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Sediminicoccus,73.9,,56.5,20,37,,,42,22
Sediminicola luteus,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Sediminicola,39,,52.9,10,20,,,30,20
Sediminicola arcticus,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Sediminicola,37.9,,52.4,4,15,,,20,16
Sediminihabitans luteus,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Cellulomonadaceae,Sediminihabitans,74,,57.9,5,28,,,37,32
